Image_ID,Degradation,Dataset,input_path,gt_path,noise_sigma
H023,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0033_0.85_0.08.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0033.png,
H024,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0034_0.9_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0034.png,
H025,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0036_1_0.08.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0036.png,
H026,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0039_0.9_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0039.png,
H027,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0040_1_0.08.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0040.png,
H028,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0042_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0042.png,
H029,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0045_0.8_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0045.png,
H030,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0046_0.9_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0046.png,
H031,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0047_0.9_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0047.png,
H032,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0048_0.9_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0048.png,
H033,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0049_0.85_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0049.png,
H034,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0051_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0051.png,
H035,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0052_0.9_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0052.png,
H036,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0053_0.9_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0053.png,
H037,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0054_0.85_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0054.png,
H038,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0055_0.85_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0055.png,
H039,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0056_0.8_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0056.png,
H040,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0057_0.8_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0057.png,
H041,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0058_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0058.png,
H042,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0059_0.9_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0059.png,
H043,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0060_0.9_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0060.png,
H044,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0061_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0061.png,
H045,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0062_0.9_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0062.png,
H046,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0063_0.8_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0063.png,
H047,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0064_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0064.png,
H048,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0065_0.9_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0065.png,
H049,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0066_1_0.08.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0066.png,
H050,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0068_1_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0068.png,
H051,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0069_0.9_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0069.png,
H052,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0070_0.9_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0070.png,
H053,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0071_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0071.png,
H054,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0072_0.9_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0072.png,
H055,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0073_0.8_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0073.png,
H056,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0074_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0074.png,
H057,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0075_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0075.png,
H058,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0076_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0076.png,
H059,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0077_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0077.png,
H060,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0079_0.8_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0079.png,
H061,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0081_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0081.png,
H062,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0082_0.85_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0082.png,
H063,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0083_0.85_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0083.png,
H064,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0084_0.95_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0084.png,
H065,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0085_0.95_0.08.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0085.png,
H066,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0086_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0086.png,
H067,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0087_0.9_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0087.png,
H068,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0088_0.9_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0088.png,
H069,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0089_0.9_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0089.png,
H070,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0090_0.85_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0090.png,
H071,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0091_0.85_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0091.png,
H072,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0092_0.85_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0092.png,
H073,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0093_0.8_0.08.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0093.png,
H074,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0094_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0094.png,
H075,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0095_0.8_0.08.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0095.png,
H076,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0096_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0096.png,
H077,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0097_0.85_0.08.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0097.png,
H078,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0098_0.85_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0098.png,
H079,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0099_0.9_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0099.png,
H080,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0100_0.9_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0100.png,
H081,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0101_0.9_0.08.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0101.png,
H082,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0102_0.85_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0102.png,
H083,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0104_0.95_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0104.png,
H084,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0105_0.95_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0105.png,
H085,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0106_0.9_0.08.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0106.png,
H086,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0107_0.9_0.08.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0107.png,
H087,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0108_0.8_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0108.png,
H088,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0109_0.85_0.08.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0109.png,
H089,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0110_0.8_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0110.png,
H090,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0111_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0111.png,
H091,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0112_0.8_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0112.png,
H092,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0113_0.9_0.08.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0113.png,
H093,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0115_0.8_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0115.png,
H094,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0116_0.9_0.16.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0116.png,
H095,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0117_0.9_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0117.png,
H096,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0118_0.9_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0118.png,
H097,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0119_0.85_0.12.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0119.png,
H098,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0120_0.85_0.08.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0120.png,
H099,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0121_0.85_0.2.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0121.png,
H100,Haze,SOTS-outdoor,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/input/0123_1_0.08.jpg,/home/minura/fyp-adair-distill/data/dehaze/RESIDE/SOTS/outdoor/target/0123.png,
N001,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/101085.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/101085.jpg,25
N002,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/101087.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/101087.jpg,25
N003,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/102061.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/102061.jpg,25
N004,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/103070.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/103070.jpg,25
N005,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/105025.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/105025.jpg,25
N006,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/106024.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/106024.jpg,25
N007,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/108005.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/108005.jpg,25
N008,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/108070.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/108070.jpg,25
N009,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/108082.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/108082.jpg,25
N010,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/109053.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/109053.jpg,25
N011,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/119082.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/119082.jpg,25
N012,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/12084.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/12084.jpg,25
N013,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/123074.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/123074.jpg,25
N014,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/126007.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/126007.jpg,25
N015,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/130026.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/130026.jpg,25
N016,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/134035.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/134035.jpg,25
N017,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/14037.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/14037.jpg,25
N018,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/143090.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/143090.jpg,25
N019,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/145086.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/145086.jpg,25
N020,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/147091.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/147091.jpg,25
N021,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/148026.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/148026.jpg,25
N022,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/148089.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/148089.jpg,25
N023,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/157055.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/157055.jpg,25
N024,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/159008.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/159008.jpg,25
N025,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/160068.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/160068.jpg,25
N026,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/16077.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/16077.jpg,25
N027,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/163085.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/163085.jpg,25
N028,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/167062.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/167062.jpg,25
N029,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/167083.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/167083.jpg,25
N030,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/170057.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/170057.jpg,25
N031,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/175032.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/175032.jpg,25
N032,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/175043.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/175043.jpg,25
N033,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/182053.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/182053.jpg,25
N034,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/189080.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/189080.jpg,25
N035,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/19021.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/19021.jpg,25
N036,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/196073.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/196073.jpg,25
N037,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/197017.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/197017.jpg,25
N038,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/208001.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/208001.jpg,25
N039,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/210088.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/210088.jpg,25
N040,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/21077.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/21077.jpg,25
N041,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/216081.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/216081.jpg,25
N042,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/219090.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/219090.jpg,25
N043,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/220075.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/220075.jpg,25
N044,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/223061.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/223061.jpg,25
N045,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/227092.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/227092.jpg,25
N046,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/229036.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/229036.jpg,25
N047,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/236037.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/236037.jpg,25
N048,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/24077.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/24077.jpg,25
N049,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/241004.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/241004.jpg,25
N050,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/241048.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/241048.jpg,25
N051,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/253027.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/253027.jpg,25
N052,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/253055.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/253055.jpg,25
N053,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/260058.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/260058.jpg,25
